job,marital,education,contact,duration,campaign,age,ConsumerPriceeIndex,ConsumerConfidenceIndex,y
technician,married,professional.course,cellular,96,1,49,93.918,-42.7,no
management,single,university.degree,cellular,381,1,36,93.918,-42.7,no
services,married,basic.4y,cellular,226,1,44,93.918,-42.7,no
technician,married,professional.course,cellular,354,1,49,93.918,-42.7,no
housemaid,married,university.degree,cellular,117,2,45,93.918,-42.7,no
technician,divorced,professional.course,cellular,239,1,47,93.918,-42.7,no
services,single,professional.course,cellular,671,1,32,93.918,-42.7,yes
admin.,divorced,university.degree,cellular,508,1,45,93.918,-42.7,no
housemaid,divorced,basic.4y,cellular,420,1,45,93.918,-42.7,yes
entrepreneur,married,professional.course,cellular,56,1,44,93.918,-42.7,no
entrepreneur,single,basic.9y,cellular,130,1,25,93.918,-42.7,no
entrepreneur,single,basic.9y,cellular,263,1,25,93.918,-42.7,no
entrepreneur,married,basic.9y,cellular,658,2,37,93.918,-42.7,yes
admin.,married,high.school,cellular,362,2,30,93.918,-42.7,no
blue-collar,married,basic.9y,cellular,199,1,26,93.918,-42.7,no
blue-collar,married,basic.4y,cellular,342,1,46,93.918,-42.7,no
housemaid,divorced,basic.4y,cellular,300,1,36,93.918,-42.7,no
blue-collar,married,basic.9y,cellular,207,1,26,93.918,-42.7,no
unemployed,divorced,high.school,cellular,115,4,30,93.918,-42.7,no
services,divorced,basic.6y,cellular,112,3,49,93.918,-42.7,no
services,married,basic.4y,cellular,104,1,51,93.918,-42.7,no
admin.,single,university.degree,cellular,111,1,31,93.918,-42.7,no
admin.,divorced,high.school,cellular,95,4,50,93.918,-42.7,no
services,single,high.school,cellular,259,3,25,93.918,-42.7,no
services,divorced,basic.9y,cellular,503,2,53,93.918,-42.7,no
blue-collar,divorced,basic.4y,telephone,168,1,45,93.918,-42.7,no
blue-collar,divorced,basic.4y,cellular,328,1,45,93.918,-42.7,no
technician,married,university.degree,cellular,187,1,35,93.918,-42.7,no
admin.,single,high.school,cellular,140,3,26,93.918,-42.7,no
services,divorced,basic.6y,telephone,744,4,49,93.918,-42.7,no
retired,divorced,basic.4y,cellular,655,4,57,93.918,-42.7,yes
management,married,basic.9y,cellular,142,1,59,93.918,-42.7,no
technician,married,university.degree,cellular,642,1,35,93.918,-42.7,no
blue-collar,single,basic.4y,cellular,141,1,32,93.918,-42.7,no
blue-collar,single,basic.9y,cellular,659,5,24,93.918,-42.7,yes
blue-collar,married,basic.4y,cellular,101,6,43,93.918,-42.7,no
admin.,divorced,high.school,cellular,179,1,60,93.918,-42.7,no
admin.,divorced,high.school,cellular,144,1,60,93.918,-42.7,no
services,married,basic.9y,cellular,169,2,33,93.918,-42.7,no
admin.,single,university.degree,telephone,199,3,46,93.918,-42.7,no
technician,divorced,high.school,cellular,143,7,31,93.918,-42.7,no
blue-collar,married,basic.4y,cellular,641,1,56,93.918,-42.7,yes
admin.,single,university.degree,cellular,835,1,25,93.918,-42.7,no
blue-collar,married,basic.9y,cellular,83,2,43,93.918,-42.7,no
technician,single,university.degree,telephone,54,7,43,93.918,-42.7,no
management,single,university.degree,cellular,415,2,33,93.918,-42.7,yes
admin.,married,university.degree,cellular,146,2,42,93.918,-42.7,no
admin.,married,high.school,cellular,410,3,52,93.918,-42.7,no
admin.,married,university.degree,cellular,70,1,30,93.918,-42.7,no
admin.,married,high.school,cellular,595,2,33,93.918,-42.7,no
blue-collar,married,basic.4y,cellular,97,3,37,93.918,-42.7,no
technician,single,basic.9y,cellular,171,7,27,93.918,-42.7,no
self-employed,married,university.degree,telephone,239,2,53,93.918,-42.7,no
technician,married,professional.course,cellular,328,3,37,93.918,-42.7,no
admin.,single,university.degree,cellular,852,9,46,93.918,-42.7,yes
admin.,single,high.school,cellular,49,5,34,93.918,-42.7,no
blue-collar,married,basic.9y,cellular,635,3,39,93.918,-42.7,yes
entrepreneur,married,basic.9y,cellular,215,3,38,93.918,-42.7,no
services,single,high.school,cellular,34,3,26,93.918,-42.7,no
admin.,single,university.degree,cellular,218,3,42,93.918,-42.7,no
technician,married,professional.course,cellular,352,5,47,93.918,-42.7,no
management,single,basic.9y,cellular,652,2,29,93.918,-42.7,no
management,divorced,university.degree,cellular,317,6,46,93.918,-42.7,no
entrepreneur,single,professional.course,cellular,92,2,37,93.918,-42.7,no
entrepreneur,married,basic.9y,cellular,102,2,38,93.918,-42.7,no
blue-collar,married,high.school,cellular,297,2,43,93.918,-42.7,no
admin.,married,high.school,cellular,225,7,30,93.918,-42.7,no
admin.,single,university.degree,telephone,183,9,47,93.918,-42.7,no
student,single,university.degree,cellular,1503,11,20,93.918,-42.7,no
entrepreneur,married,basic.6y,cellular,168,7,33,93.918,-42.7,no
blue-collar,single,basic.6y,cellular,1127,3,25,93.918,-42.7,yes
technician,single,professional.course,cellular,73,4,24,93.918,-42.7,no
entrepreneur,married,basic.9y,telephone,129,4,38,93.918,-42.7,no
technician,single,university.degree,cellular,216,2,25,93.918,-42.7,no
admin.,married,university.degree,telephone,55,9,56,93.918,-42.7,no
admin.,single,university.degree,cellular,706,9,41,93.918,-42.7,no
technician,married,professional.course,cellular,728,6,37,93.918,-42.7,no
management,single,basic.9y,cellular,351,2,29,93.918,-42.7,no
admin.,single,high.school,cellular,134,3,26,93.918,-42.7,no
technician,single,university.degree,cellular,127,10,35,93.918,-42.7,no
technician,married,professional.course,cellular,579,2,49,93.918,-42.7,no
self-employed,married,basic.9y,cellular,909,3,41,93.918,-42.7,no
technician,single,high.school,cellular,96,3,25,93.918,-42.7,no
blue-collar,single,basic.4y,telephone,129,2,39,93.918,-42.7,no
blue-collar,single,basic.9y,cellular,100,4,31,93.918,-42.7,no
housemaid,divorced,basic.4y,cellular,183,2,45,93.918,-42.7,no
admin.,married,high.school,cellular,247,4,47,93.918,-42.7,no
technician,married,professional.course,cellular,252,6,37,93.918,-42.7,no
self-employed,married,high.school,cellular,175,11,44,93.918,-42.7,no
technician,married,high.school,cellular,1360,9,33,93.918,-42.7,yes
blue-collar,married,basic.9y,cellular,118,3,36,93.918,-42.7,no
admin.,married,university.degree,cellular,139,5,56,93.918,-42.7,no
admin.,divorced,high.school,cellular,464,3,36,93.918,-42.7,no
self-employed,married,basic.9y,cellular,788,6,41,93.918,-42.7,no
technician,married,professional.course,cellular,570,2,30,93.918,-42.7,no
services,married,high.school,cellular,905,3,38,93.918,-42.7,no
admin.,divorced,high.school,cellular,30,2,60,93.918,-42.7,no
retired,married,basic.9y,cellular,180,2,51,93.918,-42.7,no
blue-collar,single,basic.4y,cellular,541,7,39,93.918,-42.7,no
services,married,basic.4y,cellular,127,4,44,93.918,-42.7,no
housemaid,married,high.school,cellular,440,4,41,93.918,-42.7,no
blue-collar,married,basic.9y,cellular,225,2,24,93.918,-42.7,no
admin.,married,university.degree,cellular,112,2,28,93.918,-42.7,no
blue-collar,married,basic.9y,cellular,300,3,26,93.918,-42.7,no
services,single,university.degree,cellular,409,2,31,93.918,-42.7,no
admin.,married,basic.9y,cellular,247,5,29,93.918,-42.7,no
admin.,married,university.degree,cellular,177,5,56,93.918,-42.7,no
services,single,high.school,cellular,320,2,29,93.918,-42.7,no
entrepreneur,single,university.degree,cellular,89,2,32,93.918,-42.7,no
services,single,high.school,telephone,200,3,26,93.918,-42.7,no
technician,married,university.degree,cellular,166,2,31,93.918,-42.7,no
services,divorced,basic.4y,cellular,207,9,36,93.918,-42.7,no
technician,single,university.degree,cellular,453,3,28,93.918,-42.7,no
technician,single,unknown,cellular,126,2,24,93.918,-42.7,no
blue-collar,married,basic.9y,cellular,379,3,43,93.918,-42.7,no
housemaid,single,basic.4y,cellular,184,3,36,93.918,-42.7,no
services,single,high.school,cellular,37,4,26,93.918,-42.7,no
blue-collar,single,basic.9y,cellular,191,3,24,93.918,-42.7,no
services,single,unknown,telephone,662,4,25,93.918,-42.7,no
admin.,single,unknown,cellular,251,5,28,93.918,-42.7,no
services,single,high.school,cellular,588,7,26,93.918,-42.7,yes
admin.,single,high.school,telephone,70,2,28,93.918,-42.7,no
blue-collar,married,basic.9y,cellular,1373,4,35,93.918,-42.7,yes
blue-collar,married,basic.4y,cellular,93,4,53,93.918,-42.7,no
blue-collar,single,basic.9y,cellular,127,2,21,93.918,-42.7,no
entrepreneur,married,professional.course,cellular,462,2,29,93.918,-42.7,no
admin.,married,university.degree,cellular,305,10,33,93.918,-42.7,no
self-employed,married,basic.9y,cellular,46,8,41,93.918,-42.7,no
blue-collar,married,basic.9y,telephone,99,5,39,93.918,-42.7,no
blue-collar,single,university.degree,cellular,35,3,31,93.918,-42.7,no
technician,married,professional.course,cellular,264,2,53,93.918,-42.7,no
entrepreneur,divorced,university.degree,cellular,113,2,38,93.918,-42.7,no
admin.,single,university.degree,cellular,837,8,29,93.918,-42.7,no
admin.,single,university.degree,cellular,243,1,29,93.918,-42.7,no
admin.,married,unknown,cellular,528,3,21,93.918,-42.7,no
admin.,single,university.degree,telephone,277,1,29,93.918,-42.7,no
blue-collar,single,basic.4y,telephone,470,24,39,93.918,-42.7,no
blue-collar,married,basic.9y,cellular,913,4,34,93.918,-42.7,yes
technician,married,professional.course,cellular,127,3,37,93.918,-42.7,no
technician,married,professional.course,cellular,197,3,25,93.918,-42.7,no
technician,married,professional.course,cellular,414,6,33,93.918,-42.7,no
student,single,high.school,cellular,154,2,22,93.918,-42.7,no
admin.,married,university.degree,cellular,799,2,30,93.918,-42.7,yes
blue-collar,divorced,unknown,cellular,320,1,31,93.918,-42.7,no
blue-collar,divorced,unknown,cellular,596,1,31,93.918,-42.7,no
admin.,married,basic.9y,cellular,1139,2,57,93.918,-42.7,yes
blue-collar,married,basic.6y,cellular,227,2,51,93.918,-42.7,no
blue-collar,divorced,basic.6y,cellular,580,7,44,93.918,-42.7,no
blue-collar,single,basic.9y,cellular,82,4,26,93.918,-42.7,no
blue-collar,married,basic.9y,telephone,179,2,37,93.918,-42.7,no
admin.,single,basic.9y,cellular,83,2,44,93.918,-42.7,no
self-employed,single,university.degree,cellular,212,7,29,93.918,-42.7,no
technician,single,professional.course,telephone,280,3,37,93.918,-42.7,no
management,married,university.degree,cellular,124,3,30,93.918,-42.7,no
technician,single,professional.course,telephone,241,3,39,93.918,-42.7,no
blue-collar,married,basic.4y,cellular,61,2,30,93.918,-42.7,no
blue-collar,single,basic.9y,cellular,120,2,27,93.918,-42.7,no
admin.,single,university.degree,cellular,190,4,33,93.918,-42.7,no
blue-collar,single,basic.9y,cellular,200,2,26,93.918,-42.7,no
blue-collar,married,basic.9y,cellular,165,2,28,93.918,-42.7,no
technician,married,professional.course,cellular,239,2,38,93.918,-42.7,no
admin.,single,university.degree,cellular,200,2,26,93.918,-42.7,no
technician,single,university.degree,cellular,463,2,30,93.918,-42.7,no
blue-collar,married,basic.9y,cellular,144,2,54,93.918,-42.7,no
blue-collar,married,high.school,telephone,50,2,34,93.918,-42.7,no
blue-collar,married,basic.9y,cellular,192,3,24,93.918,-42.7,no
services,single,high.school,cellular,75,2,25,93.918,-42.7,no
blue-collar,single,basic.9y,cellular,123,3,39,93.918,-42.7,no
services,married,high.school,cellular,93,4,24,93.918,-42.7,no
admin.,married,high.school,cellular,999,2,43,93.918,-42.7,yes
services,married,high.school,cellular,114,2,26,93.918,-42.7,no
services,single,high.school,cellular,335,8,36,93.918,-42.7,no
blue-collar,married,unknown,cellular,43,2,33,93.918,-42.7,no
housemaid,divorced,basic.9y,cellular,272,2,52,93.918,-42.7,no
admin.,single,university.degree,cellular,589,2,39,93.918,-42.7,no
retired,married,basic.4y,cellular,91,4,59,93.918,-42.7,no
student,single,high.school,cellular,54,3,27,93.918,-42.7,no
entrepreneur,married,university.degree,cellular,322,4,55,93.918,-42.7,no
blue-collar,married,basic.9y,cellular,78,16,25,93.918,-42.7,no
services,divorced,high.school,cellular,72,2,48,93.918,-42.7,no
blue-collar,married,basic.4y,cellular,168,5,54,93.918,-42.7,no
blue-collar,single,basic.9y,telephone,110,7,22,93.918,-42.7,no
retired,married,university.degree,cellular,120,3,60,93.918,-42.7,no
blue-collar,married,unknown,cellular,149,4,35,93.918,-42.7,no
admin.,divorced,basic.9y,cellular,489,3,26,93.918,-42.7,no
services,single,high.school,telephone,1425,2,31,93.918,-42.7,no
blue-collar,married,basic.9y,cellular,24,3,43,93.918,-42.7,no
technician,single,university.degree,telephone,218,2,30,93.918,-42.7,no
blue-collar,married,unknown,cellular,78,2,33,93.918,-42.7,no
technician,single,professional.course,cellular,93,7,27,93.918,-42.7,no
student,single,high.school,cellular,100,4,20,93.918,-42.7,no
blue-collar,married,basic.4y,cellular,257,2,41,93.918,-42.7,no
blue-collar,married,basic.4y,cellular,140,4,50,93.918,-42.7,no
blue-collar,married,basic.9y,cellular,145,3,28,93.918,-42.7,no
management,single,university.degree,telephone,90,3,30,93.918,-42.7,no
blue-collar,married,basic.6y,cellular,122,2,33,93.918,-42.7,no
blue-collar,married,basic.4y,cellular,97,6,36,93.918,-42.7,no
admin.,single,professional.course,cellular,357,1,24,93.918,-42.7,no
management,married,university.degree,cellular,638,3,40,93.918,-42.7,yes
admin.,married,university.degree,cellular,478,11,45,93.918,-42.7,no
services,divorced,high.school,telephone,118,7,48,93.918,-42.7,no
blue-collar,married,basic.9y,cellular,166,1,29,93.918,-42.7,no
technician,married,professional.course,cellular,203,2,32,93.918,-42.7,no
self-employed,single,university.degree,cellular,84,1,36,93.918,-42.7,no
admin.,divorced,basic.9y,cellular,118,3,32,93.918,-42.7,no
admin.,single,high.school,cellular,169,4,32,93.918,-42.7,no
admin.,married,high.school,cellular,176,4,26,93.918,-42.7,no
self-employed,single,university.degree,cellular,195,1,36,93.918,-42.7,no
blue-collar,married,basic.9y,cellular,101,1,29,93.918,-42.7,no
technician,married,basic.9y,cellular,153,2,28,93.918,-42.7,no
technician,single,professional.course,cellular,519,2,25,93.918,-42.7,no
blue-collar,married,basic.4y,cellular,227,4,51,93.918,-42.7,no
entrepreneur,married,basic.9y,cellular,394,2,50,93.918,-42.7,no
technician,married,basic.9y,cellular,236,2,28,93.918,-42.7,no
blue-collar,married,basic.4y,cellular,180,4,35,93.918,-42.7,no
services,divorced,high.school,cellular,88,4,48,93.918,-42.7,no
technician,single,university.degree,cellular,89,20,30,93.918,-42.7,no
admin.,single,university.degree,cellular,317,3,30,93.918,-42.7,no
technician,divorced,professional.course,cellular,172,4,34,93.918,-42.7,no
admin.,single,high.school,cellular,1105,2,27,93.918,-42.7,yes
self-employed,single,professional.course,cellular,553,2,27,93.918,-42.7,no
technician,single,high.school,cellular,538,1,26,93.918,-42.7,no
blue-collar,married,basic.9y,cellular,808,1,29,93.918,-42.7,no
blue-collar,divorced,high.school,cellular,91,2,38,93.918,-42.7,no
admin.,divorced,university.degree,cellular,130,1,36,93.918,-42.7,no
management,single,university.degree,cellular,96,1,30,93.918,-42.7,no
blue-collar,married,basic.9y,cellular,76,3,46,93.918,-42.7,no
technician,married,professional.course,cellular,554,2,35,93.918,-42.7,no
management,married,university.degree,cellular,184,1,49,93.918,-42.7,no
technician,single,university.degree,cellular,126,4,30,93.918,-42.7,no
blue-collar,married,basic.9y,cellular,124,1,46,93.918,-42.7,no
blue-collar,single,basic.9y,cellular,316,1,27,93.918,-42.7,no
blue-collar,single,basic.9y,cellular,405,1,27,93.918,-42.7,no
self-employed,married,high.school,cellular,521,1,40,93.918,-42.7,no
blue-collar,married,basic.4y,cellular,416,4,59,93.918,-42.7,no
management,single,university.degree,cellular,93,1,46,93.918,-42.7,no
management,married,university.degree,cellular,37,1,49,93.918,-42.7,no
blue-collar,single,high.school,cellular,42,6,31,93.918,-42.7,no
technician,single,professional.course,cellular,171,1,47,93.918,-42.7,no
admin.,married,high.school,cellular,455,4,26,93.918,-42.7,no
blue-collar,married,high.school,cellular,150,4,36,93.918,-42.7,no
blue-collar,married,basic.4y,cellular,93,1,29,93.918,-42.7,no
admin.,single,university.degree,cellular,156,1,35,93.918,-42.7,no
admin.,single,basic.9y,cellular,66,1,25,93.918,-42.7,no
management,single,university.degree,cellular,323,1,30,93.918,-42.7,no
blue-collar,single,basic.6y,telephone,37,1,37,93.918,-42.7,no
services,divorced,high.school,cellular,226,1,36,93.918,-42.7,no
blue-collar,married,basic.4y,cellular,472,1,29,93.918,-42.7,no
blue-collar,single,university.degree,cellular,357,1,41,93.918,-42.7,no
blue-collar,single,basic.6y,cellular,47,1,46,93.918,-42.7,no
admin.,single,high.school,cellular,295,1,28,93.918,-42.7,no
technician,single,professional.course,cellular,581,4,27,93.918,-42.7,no
blue-collar,married,basic.4y,cellular,113,1,28,93.918,-42.7,no
blue-collar,married,basic.4y,cellular,191,1,54,93.918,-42.7,no
admin.,married,high.school,cellular,193,1,34,93.918,-42.7,no
admin.,married,high.school,cellular,38,1,34,93.918,-42.7,no
blue-collar,married,basic.4y,cellular,108,1,55,93.918,-42.7,no
management,married,university.degree,cellular,77,2,40,93.918,-42.7,no
entrepreneur,married,university.degree,cellular,212,1,53,93.918,-42.7,no
blue-collar,married,basic.9y,cellular,225,3,28,93.918,-42.7,no
entrepreneur,single,university.degree,cellular,120,3,35,93.918,-42.7,no
entrepreneur,married,university.degree,cellular,304,1,53,93.918,-42.7,no
admin.,married,university.degree,cellular,230,1,57,93.918,-42.7,no
blue-collar,married,basic.4y,cellular,856,1,54,93.918,-42.7,no
admin.,married,university.degree,cellular,396,2,41,93.918,-42.7,no
blue-collar,married,basic.9y,cellular,853,1,36,93.918,-42.7,no
admin.,single,high.school,cellular,590,3,32,93.918,-42.7,yes
self-employed,divorced,basic.9y,cellular,53,6,35,93.918,-42.7,no
blue-collar,single,high.school,cellular,55,5,42,93.918,-42.7,no
blue-collar,single,basic.6y,cellular,169,1,46,93.918,-42.7,no
admin.,married,high.school,cellular,475,4,43,93.918,-42.7,no
blue-collar,married,basic.4y,cellular,141,6,50,93.918,-42.7,no
blue-collar,single,basic.9y,cellular,54,10,36,93.918,-42.7,no
admin.,single,high.school,cellular,101,1,28,93.918,-42.7,no
management,married,high.school,cellular,54,8,38,93.918,-42.7,no
blue-collar,single,basic.9y,cellular,730,8,38,93.918,-42.7,no
services,single,professional.course,cellular,105,2,29,93.918,-42.7,no
blue-collar,married,basic.4y,cellular,533,1,39,93.918,-42.7,no
blue-collar,married,high.school,cellular,177,1,34,93.918,-42.7,no
admin.,married,high.school,cellular,296,1,24,93.918,-42.7,no
admin.,married,high.school,cellular,304,3,43,93.918,-42.7,no
technician,married,basic.4y,cellular,854,1,36,93.918,-42.7,yes
blue-collar,married,basic.4y,cellular,103,3,41,93.918,-42.7,no
services,divorced,high.school,cellular,97,2,35,93.918,-42.7,no
admin.,single,high.school,cellular,31,1,33,93.918,-42.7,no
admin.,married,high.school,cellular,90,1,60,93.918,-42.7,no
entrepreneur,married,basic.9y,cellular,90,1,48,93.918,-42.7,no
services,married,high.school,cellular,170,3,46,93.918,-42.7,no
blue-collar,married,basic.9y,cellular,99,1,27,93.918,-42.7,no
blue-collar,married,basic.9y,cellular,111,1,31,93.918,-42.7,no
blue-collar,married,basic.6y,cellular,115,1,29,93.918,-42.7,no
services,married,high.school,telephone,158,1,39,93.918,-42.7,no
technician,divorced,professional.course,cellular,100,2,37,93.918,-42.7,no
admin.,married,university.degree,cellular,118,3,55,93.918,-42.7,no
admin.,married,high.school,telephone,19,1,32,93.918,-42.7,no
admin.,married,high.school,telephone,65,1,32,93.918,-42.7,no
services,married,high.school,cellular,336,4,46,93.918,-42.7,no
services,married,high.school,cellular,44,1,32,93.918,-42.7,no
services,married,high.school,cellular,479,1,29,93.918,-42.7,no
admin.,single,basic.9y,cellular,71,11,44,93.918,-42.7,no
technician,single,professional.course,cellular,617,2,39,93.918,-42.7,yes
management,married,university.degree,cellular,92,2,46,93.918,-42.7,no
housemaid,married,basic.4y,cellular,95,1,44,93.918,-42.7,no
blue-collar,single,high.school,cellular,156,1,27,93.918,-42.7,no
admin.,divorced,basic.9y,cellular,177,1,32,93.918,-42.7,no
admin.,married,university.degree,cellular,93,1,45,93.918,-42.7,no
blue-collar,married,basic.6y,cellular,218,1,34,93.918,-42.7,no
blue-collar,single,basic.9y,cellular,369,1,26,93.918,-42.7,no
technician,married,high.school,cellular,206,1,29,93.918,-42.7,no
blue-collar,married,basic.6y,cellular,320,1,34,93.918,-42.7,no
blue-collar,married,basic.9y,cellular,163,4,40,93.918,-42.7,no
admin.,single,high.school,cellular,101,3,30,93.918,-42.7,no
admin.,single,professional.course,cellular,171,2,24,93.918,-42.7,no
blue-collar,married,basic.4y,cellular,1039,7,38,93.918,-42.7,yes
blue-collar,single,basic.9y,cellular,221,8,36,93.918,-42.7,no
blue-collar,married,basic.9y,cellular,369,1,44,93.918,-42.7,no
admin.,single,high.school,cellular,141,2,32,93.918,-42.7,no
blue-collar,married,basic.9y,cellular,574,1,44,93.918,-42.7,yes
admin.,single,basic.9y,cellular,919,2,44,93.918,-42.7,yes
services,divorced,basic.9y,cellular,678,1,47,93.918,-42.7,no
admin.,married,high.school,cellular,101,1,44,93.918,-42.7,no
student,single,high.school,cellular,171,1,24,93.918,-42.7,no
technician,married,professional.course,cellular,149,1,47,93.918,-42.7,no
admin.,married,university.degree,cellular,72,4,39,93.918,-42.7,no
technician,single,professional.course,cellular,65,2,39,93.918,-42.7,no
technician,divorced,high.school,telephone,61,1,41,93.918,-42.7,no
technician,divorced,high.school,cellular,521,1,41,93.918,-42.7,no
admin.,single,high.school,cellular,1017,6,31,93.918,-42.7,yes
self-employed,married,high.school,cellular,51,7,40,93.918,-42.7,no
blue-collar,single,basic.9y,cellular,237,1,24,93.918,-42.7,no
technician,divorced,high.school,cellular,357,1,41,93.918,-42.7,no
blue-collar,single,basic.9y,cellular,449,1,24,93.918,-42.7,no
blue-collar,single,basic.9y,cellular,848,1,22,93.918,-42.7,yes
entrepreneur,married,professional.course,cellular,356,2,38,93.918,-42.7,no
blue-collar,single,basic.9y,cellular,204,3,27,93.918,-42.7,no
admin.,single,high.school,cellular,71,15,37,93.918,-42.7,no
technician,married,professional.course,cellular,163,3,56,93.918,-42.7,no
admin.,married,high.school,cellular,111,1,43,93.918,-42.7,no
admin.,married,university.degree,telephone,733,3,39,93.918,-42.7,yes
self-employed,married,high.school,cellular,353,2,40,93.918,-42.7,no
admin.,married,high.school,cellular,119,1,43,93.918,-42.7,no
self-employed,married,high.school,telephone,79,1,40,93.918,-42.7,no
blue-collar,single,basic.9y,cellular,808,5,27,93.918,-42.7,no
technician,single,university.degree,cellular,553,1,41,93.918,-42.7,yes
admin.,married,high.school,cellular,507,1,43,93.918,-42.7,no
admin.,married,university.degree,cellular,93,1,55,93.918,-42.7,no
blue-collar,married,high.school,cellular,245,1,43,93.918,-42.7,no
technician,married,basic.9y,cellular,1080,4,28,93.918,-42.7,yes
blue-collar,married,high.school,cellular,339,1,43,93.918,-42.7,no
services,married,high.school,cellular,710,1,43,93.918,-42.7,yes
blue-collar,single,basic.9y,cellular,824,5,40,93.918,-42.7,no
admin.,single,university.degree,cellular,333,2,29,93.918,-42.7,no
services,married,high.school,cellular,1212,1,43,93.918,-42.7,yes
entrepreneur,married,high.school,cellular,240,1,32,93.918,-42.7,no
student,single,basic.9y,cellular,87,4,19,93.918,-42.7,no
admin.,married,university.degree,cellular,1156,1,40,93.918,-42.7,no
self-employed,married,high.school,cellular,761,2,39,93.918,-42.7,no
blue-collar,married,basic.4y,cellular,200,2,51,93.918,-42.7,no
blue-collar,single,basic.9y,cellular,471,2,24,93.918,-42.7,no
technician,married,professional.course,cellular,80,3,35,93.918,-42.7,no
services,divorced,high.school,cellular,137,3,48,93.918,-42.7,no
blue-collar,married,basic.9y,cellular,623,1,37,93.918,-42.7,no
services,single,high.school,cellular,881,4,31,93.918,-42.7,no
housemaid,divorced,basic.4y,cellular,255,1,47,93.918,-42.7,no
entrepreneur,married,university.degree,cellular,251,5,59,93.918,-42.7,no
housemaid,divorced,basic.4y,cellular,357,1,47,93.918,-42.7,no
services,married,basic.4y,cellular,891,4,32,93.918,-42.7,yes
blue-collar,single,unknown,cellular,228,3,22,93.918,-42.7,no
housemaid,divorced,basic.4y,cellular,121,2,56,93.918,-42.7,no
services,divorced,high.school,cellular,200,2,48,93.918,-42.7,no
blue-collar,single,basic.4y,cellular,116,3,31,93.918,-42.7,no
entrepreneur,married,university.degree,cellular,157,1,38,93.918,-42.7,no
blue-collar,single,basic.9y,cellular,151,2,26,93.918,-42.7,no
admin.,single,university.degree,cellular,333,3,39,93.918,-42.7,no
blue-collar,single,basic.4y,cellular,153,3,31,93.918,-42.7,no
technician,married,unknown,cellular,81,1,36,93.918,-42.7,no
blue-collar,divorced,basic.9y,cellular,410,1,52,93.918,-42.7,no
blue-collar,married,basic.4y,cellular,56,1,35,93.918,-42.7,no
services,married,university.degree,telephone,691,10,32,93.918,-42.7,yes
admin.,married,basic.9y,cellular,202,3,33,93.918,-42.7,no
blue-collar,divorced,basic.9y,cellular,125,1,28,93.918,-42.7,no
entrepreneur,single,university.degree,cellular,580,3,35,93.918,-42.7,no
blue-collar,married,basic.6y,cellular,178,1,39,93.918,-42.7,no
admin.,single,basic.9y,cellular,61,1,44,93.918,-42.7,no
admin.,single,high.school,telephone,742,4,30,93.918,-42.7,no
admin.,married,university.degree,cellular,80,1,49,93.918,-42.7,no
blue-collar,single,basic.6y,telephone,1877,1,36,93.918,-42.7,yes
admin.,married,university.degree,telephone,18,1,49,93.918,-42.7,no
blue-collar,married,basic.6y,cellular,167,1,39,93.918,-42.7,no
blue-collar,single,basic.9y,cellular,295,3,27,93.918,-42.7,no
blue-collar,married,basic.4y,cellular,181,1,35,93.918,-42.7,no
management,married,university.degree,cellular,292,8,37,93.918,-42.7,no
blue-collar,married,basic.9y,telephone,171,1,24,93.918,-42.7,no
blue-collar,married,basic.9y,cellular,46,1,24,93.918,-42.7,no
blue-collar,married,basic.4y,cellular,578,2,51,93.918,-42.7,no
admin.,single,high.school,cellular,112,1,27,93.918,-42.7,no
blue-collar,married,basic.6y,cellular,299,1,33,93.918,-42.7,no
admin.,married,university.degree,cellular,588,1,26,93.918,-42.7,no
admin.,single,basic.9y,cellular,145,5,44,93.918,-42.7,no
blue-collar,married,basic.6y,cellular,250,1,48,93.918,-42.7,no
technician,single,university.degree,cellular,149,7,30,93.918,-42.7,no
services,single,high.school,cellular,129,2,23,93.918,-42.7,no
services,single,high.school,cellular,208,3,25,93.918,-42.7,no
admin.,single,high.school,cellular,249,3,37,93.918,-42.7,no
technician,single,professional.course,cellular,292,2,25,93.918,-42.7,no
technician,single,high.school,cellular,407,11,27,93.918,-42.7,no
blue-collar,married,basic.4y,cellular,222,1,39,93.918,-42.7,no
admin.,single,basic.9y,cellular,50,5,44,93.918,-42.7,no
technician,married,unknown,cellular,250,1,41,93.918,-42.7,no
blue-collar,married,basic.9y,cellular,147,1,44,93.918,-42.7,no
services,married,high.school,cellular,100,1,22,93.918,-42.7,no
admin.,married,high.school,telephone,89,1,29,93.918,-42.7,no
admin.,married,high.school,telephone,107,3,32,93.918,-42.7,no
services,married,high.school,cellular,332,1,35,93.918,-42.7,no
blue-collar,married,basic.9y,cellular,132,3,25,93.918,-42.7,no
retired,married,basic.4y,cellular,320,1,54,93.918,-42.7,no
housemaid,divorced,basic.4y,cellular,71,9,42,93.918,-42.7,no
blue-collar,married,basic.9y,cellular,91,9,32,93.918,-42.7,no
housemaid,married,basic.4y,cellular,149,2,26,93.918,-42.7,no
blue-collar,married,high.school,cellular,392,1,28,93.918,-42.7,no
blue-collar,married,unknown,cellular,210,1,56,93.918,-42.7,no
blue-collar,single,unknown,telephone,50,4,22,93.918,-42.7,no
blue-collar,married,professional.course,cellular,857,4,57,93.918,-42.7,yes
services,single,university.degree,cellular,68,9,31,93.918,-42.7,no
